id,project_is_approved
p182530,0.85
p198666,0.922
p181107,0.934
p188785,0.882
p079000,0.898
p196510,0.932
p253959,0.764
p084504,0.84
p204333,0.912
p014139,0.766
p008923,0.824
p224503,0.918
p004587,0.822
p255420,0.652
p083330,0.586
p251444,0.93
p188864,0.944
p002114,0.794
p059551,0.824
p182969,0.658
p250838,0.724
p005870,0.824
p255629,0.912
p248924,0.736
p136201,0.726
p107969,0.77
p243357,0.714
p129231,0.886
p144842,0.948
p165118,0.928
p000451,0.896
p203357,0.822
p219004,0.742
p194378,0.744
p188320,0.918
p130217,0.96
p214903,0.732
p168054,0.55
p032590,0.882
p003609,0.954
p014006,0.926
p210541,0.74
p151933,0.616
p038311,0.816
p251227,0.554
p162347,0.682
p189529,0.918
p060275,0.836
p105122,0.71
p256880,0.724
p088049,0.922
p101146,0.752
p210548,0.908
p069969,0.764
p230248,0.884
p028508,0.872
p258934,0.906
p040498,0.878
p093056,0.6
p206630,0.916
p002660,0.774
p133463,0.74
p037899,0.694
p213726,0.78
p068104,0.626
p147990,0.948
p200999,0.698
p083572,0.694
p102623,0.766
p190990,0.754
p202367,0.814
p073343,0.722
p239236,0.972
p215559,0.89
p024973,0.866
p249281,0.928
p171884,0.75
p017375,0.806
p163647,0.79
p234582,0.946
p149440,0.632
p046473,0.832
p177739,0.92
p105926,0.91
p208971,0.65
p256866,0.66
p000457,0.72
p174641,0.786
p207682,0.762
p135954,0.7
p147476,0.842
p013342,0.906
p187680,0.73
p257403,0.902
p075133,0.778
p210827,0.902
p107161,0.704
p033176,0.954
p045647,0.67
p147116,0.702
p170015,0.794
p070811,0.898
p177277,0.752
p121036,0.692
p011905,0.972
p016229,0.728
p047815,0.772
p119258,0.746
p082322,0.908
p041629,0.862
p183363,0.804
p160365,0.848
p169476,0.962
p078325,0.822
p252927,0.942
p058174,0.928
p004311,0.936
p253071,0.822
p114554,0.872
p067506,0.884
p051889,0.928
p031167,0.832
p156447,0.97
p183651,0.834
p230421,0.756
p129603,0.886
p083314,0.878
p185563,0.83
p005839,0.88
p110670,0.808
p010041,0.842
p084433,0.946
p189022,0.86
p053758,0.956
p185992,0.936
p170957,0.852
p142360,0.896
p078101,0.966
p139150,0.938
p214169,0.816
p173310,0.818
p023077,0.906
p078640,0.618
p176367,0.754
p028875,0.66
p052443,0.766
p195373,0.914
p020712,0.772
p230337,0.9
p221065,0.858
p133242,0.828
p200422,0.888
p188580,0.772
p028574,0.924
p077352,0.73
p006489,0.834
p056090,0.802
p109382,0.736
p198251,0.738
p023448,0.834
p124516,0.854
p130956,0.656
p117976,0.748
p246045,0.95
p028729,0.746
p131086,0.868
p086690,0.806
p101784,0.848
p050016,0.862
p070371,0.75
p240535,0.812
p056299,0.936
p245922,0.772
p065571,0.82
p099438,0.726
p169699,0.868
p147868,0.884
p149929,0.95
p123708,0.874
p165805,0.806
p019618,0.76
p052976,0.962
p122558,0.972
p001042,0.838
p091500,0.662
p230204,0.69
p089195,0.772
p083064,0.844
p019583,0.72
p049129,0.96
p003339,0.858
p225914,0.782
p003092,0.81
p020807,0.972
p188624,0.968
p057652,0.884
p126291,0.724
p137719,0.81
p157287,0.776
p259558,0.922
p104148,0.892
p181788,0.844
p141116,0.792
p056486,0.92
p136824,0.758
p133861,0.932
p236741,0.716
p139199,0.902
p105568,0.876
p168862,0.888
p107584,0.81
p146441,0.93
p027451,0.912
p180240,0.912
p048973,0.872
p148290,0.774
p100791,0.844
p222061,0.948
p078587,0.95
p173320,0.744
p017251,0.654
p254344,0.748
p005588,0.714
p217674,0.918
p039629,0.796
p067572,0.656
p111943,0.764
p019679,0.842
p092461,0.764
p212259,0.716
p179352,0.924
p212580,0.844
p204363,0.86
p123204,0.822
p105447,0.794
p109874,0.89
p190562,0.906
p077842,0.96
p159472,0.868
p259810,0.736
p015988,0.778
p257770,0.942
p114967,0.966
p225136,0.792
p006336,0.884
p008915,0.928
p211642,0.928
p253103,0.854
p030516,0.878
p151486,0.922
p157971,0.952
p232669,0.884
p024053,0.96
p112623,0.922
p098165,0.836
p175851,0.906
p151699,0.8
p174650,0.69
p011336,0.928
p001036,0.664
p081308,0.942
p253448,0.818
p154959,0.712
p130444,0.718
p253866,0.868
p203321,0.776
p104151,0.516
p142093,0.646
p107937,0.854
p242577,0.726
p241828,0.836
p111738,0.926
p179255,0.784
p189577,0.88
p096419,0.622
p014011,0.874
p066602,0.85
p253466,0.948
p191466,0.814
p177898,0.602
p090037,0.886
p062507,0.96
p070767,0.678
p075024,0.964
p110232,0.724
p153976,0.62
p033828,0.722
p138418,0.926
p137202,0.922
p204633,0.81
p202201,0.968
p218299,0.82
p189665,0.592
p215737,0.918
p251944,0.96
p153234,0.8
p167548,0.748
p120589,0.622
p047529,0.784
p220498,0.838
p063754,0.894
p121793,0.736
p207280,0.91
p207274,0.84
p150092,0.858
p021819,0.6
p014064,0.81
p113285,0.946
p050533,0.836
p135670,0.938
p210775,0.886
p119461,0.944
p132131,0.966
p238587,0.724
p029866,0.828
p106771,0.744
p213928,0.978
p105631,0.782
p215205,0.874
p060689,0.97
p136437,0.732
p044753,0.922
p082256,0.912
p091483,0.912
p120826,0.782
p001458,0.77
p257822,0.766
p139812,0.906
p249719,0.702
p179760,0.87
p203095,0.844
p187543,0.748
p225383,0.716
p132570,0.864
p137997,0.632
p123751,0.672
p231653,0.778
p052934,0.712
p171416,0.752
p005633,0.83
p040726,0.772
p232367,0.96
p106403,0.888
p177082,0.888
p082831,0.75
p135864,0.77
p057910,0.674
p030548,0.742
p155849,0.62
p248446,0.64
p214681,0.932
p165967,0.9
p009649,0.926
p221653,0.936
p143186,0.902
p174639,0.77
p239072,0.75
p157974,0.656
p117095,0.884
p242377,0.942
p203059,0.89
p116690,0.666
p100219,0.648
p044030,0.938
p019890,0.966
p240107,0.786
p119443,0.762
p209333,0.962
p025900,0.972
p186266,0.67
p049108,0.772
p058429,0.72
p147620,0.928
p121250,0.744
p112843,0.77
p249000,0.922
p002203,0.86
p124016,0.81
p073479,0.89
p058584,0.632
p257811,0.93
p098830,0.874
p142111,0.78
p079182,0.598
p119912,0.816
p123883,0.93
p134215,0.778
p206225,0.782
p194364,0.888
p233731,0.922
p054784,0.74
p040671,0.79
p054011,0.748
p095268,0.754
p118181,0.926
p049291,0.724
p070747,0.856
p136952,0.92
p145344,0.802
p126410,0.744
p030530,0.618
p011389,0.588
p213717,0.83
p213044,0.946
p179778,0.95
p077064,0.816
p230577,0.934
p249062,0.742
p057993,0.926
p120918,0.682
p003799,0.95
p045827,0.692
p035321,0.898
p026240,0.622
p238934,0.858
p164435,0.744
p048930,0.694
p177408,0.934
p021758,0.918
p199581,0.894
p105108,0.828
p092883,0.862
p236267,0.866
p161609,0.852
p020875,0.706
p042401,0.816
p239584,0.778
p172728,0.64
p085052,0.684
p232002,0.656
p073637,0.904
p080680,0.826
p148500,0.778
p196188,0.754
p231769,0.788
p031054,0.716
p028403,0.882
p221612,0.974
p222762,0.766
p245622,0.888
p197538,0.894
p214474,0.778
p172356,0.92
p259295,0.764
p259081,0.94
p071793,0.604
p207319,0.852
p140367,0.8
p093149,0.946
p006446,0.964
p026735,0.784
p194608,0.622
p049051,0.868
p051675,0.866
p216198,0.898
p109105,0.632
p165505,0.892
p234725,0.874
p046023,0.954
p146698,0.804
p157716,0.8
p077744,0.824
p049210,0.8
p164041,0.958
p171525,0.87
p192257,0.66
p082598,0.946
p138959,0.718
p023458,0.922
p018750,0.72
p067542,0.936
p167037,0.62
p028691,0.556
p074318,0.906
p028479,0.616
p082892,0.804
p239019,0.866
p215321,0.674
p183383,0.748
p123949,0.838
p028144,0.806
p253224,0.85
p021876,0.716
p183232,0.87
p227422,0.76
p057680,0.694
p050340,0.658
p012909,0.746
p152759,0.904
p021537,0.922
p106114,0.954
p084393,0.952
p235155,0.708
p041699,0.892
p215320,0.894
p003629,0.908
p003666,0.948
p167256,0.812
p026917,0.71
p232461,0.774
p104289,0.956
p047839,0.828
p146361,0.958
p165482,0.842
p251097,0.834
p254734,0.836
p077730,0.874
p049831,0.972
p142820,0.762
p069951,0.968
p167199,0.914
p126529,0.692
p032501,0.97
p071060,0.682
p092533,0.782
p224905,0.834
p086140,0.77
p100978,0.97
p191374,0.904
p105638,0.8
p228789,0.926
p252433,0.9
p202667,0.892
p038414,0.642
p190591,0.916
p177754,0.784
p176950,0.764
p086285,0.792
p241246,0.798
p203462,0.626
p116411,0.66
p068188,0.82
p163928,0.824
p212287,0.806
p090895,0.734
p020547,0.756
p053327,0.908
p066078,0.952
p113651,0.928
p077105,0.588
p078725,0.928
p054071,0.692
p003778,0.654
p118206,0.624
p091009,0.926
p152747,0.82
p237302,0.902
p134483,0.884
p075053,0.792
p114590,0.896
p218049,0.922
p129417,0.968
p188048,0.878
p026639,0.944
p174165,0.888
p118224,0.954
p165818,0.93
p246129,0.74
p042365,0.954
p122425,0.706
p000109,0.63
p039178,0.9
p118317,0.774
p176151,0.768
p060676,0.806
p175641,0.912
p176039,0.942
p225575,0.746
p121301,0.866
p004488,0.756
p142416,0.88
p037261,0.73
p103731,0.932
p103574,0.812
p228302,0.972
p244746,0.918
p211839,0.674
p215822,0.972
p073858,0.876
p161090,0.92
p052611,0.828
p166259,0.814
p022540,0.956
p249763,0.782
p029662,0.948
p040636,0.858
p100671,0.924
p023759,0.84
p225567,0.938
p176193,0.808
p123879,0.918
p222940,0.898
p105533,0.874
p021962,0.932
p119510,0.902
p174623,0.864
p185708,0.94
p068417,0.87
p130075,0.826
p217181,0.952
p087027,0.874
p227242,0.916
p125790,0.772
p224436,0.88
p086750,0.69
p033239,0.934
p081701,0.672
p231951,0.774
p034183,0.968
p235938,0.652
p006322,0.894
p132828,0.808
p110931,0.906
p054356,0.89
p187310,0.912
p016618,0.762
p089382,0.888
p117698,0.85
p212779,0.972
p185828,0.716
p257839,0.534
p222962,0.958
p029608,0.764
p230075,0.91
p234340,0.742
p258979,0.748
p168455,0.796
p226309,0.898
p106727,0.852
p024324,0.914
p246995,0.802
p063350,0.89
p088756,0.896
p229216,0.644
p255778,0.746
p217235,0.772
p076479,0.884
p216983,0.888
p001777,0.752
p208442,0.838
p178719,0.826
p119147,0.896
p021003,0.814
p202067,0.776
p063789,0.702
p092800,0.842
p188965,0.934
p248450,0.84
p030253,0.932
p076434,0.818
p001564,0.962
p006607,0.788
p203648,0.818
p212786,0.918
p176848,0.89
p143903,0.71
p253511,0.884
p061228,0.776
p061430,0.812
p171730,0.608
p075157,0.59
p176764,0.872
p115438,0.834
p160508,0.836
p040689,0.904
p131720,0.846
p090652,0.65
p077044,0.82
p136967,0.928
p181033,0.914
p159617,0.968
p123553,0.662
p208839,0.724
p090378,0.74
p154388,0.932
p210483,0.912
p081470,0.858
p074232,0.846
p103708,0.832
p139822,0.942
p107390,0.874
p130832,0.806
p220803,0.87
p147111,0.764
p087717,0.864
p182150,0.684
p117515,0.9
p151961,0.906
p075651,0.872
p034628,0.928
p109565,0.586
p051458,0.922
p061744,0.91
p117966,0.628
p239053,0.89
p241834,0.936
p245671,0.67
p127942,0.918
p032273,0.754
p032392,0.886
p121233,0.892
p020017,0.842
p005336,0.702
p057399,0.814
p242939,0.816
p042431,0.872
p144027,0.89
p129077,0.93
p023901,0.83
p199643,0.8
p200041,0.842
p190333,0.84
p055318,0.928
p083902,0.882
p235662,0.962
p188890,0.946
p105860,0.76
p205474,0.754
p203082,0.91
p105382,0.78
p041098,0.572
p000710,0.588
p028484,0.85
p126146,0.862
p136974,0.964
p122406,0.72
p008179,0.798
p003603,0.836
p242901,0.808
p187348,0.886
p151173,0.864
p083587,0.958
p256069,0.936
p241275,0.912
p212983,0.898
p063473,0.89
p003221,0.862
p042559,0.842
p248181,0.794
p110757,0.736
p159030,0.828
p216438,0.674
p165064,0.814
p093797,0.826
p121223,0.902
p227675,0.892
p139351,0.922
p176111,0.636
p063903,0.884
p025040,0.8
p127075,0.962
p222163,0.938
p144879,0.69
p169029,0.876
p195669,0.954
p225041,0.848
p196993,0.856
p071619,0.716
p217317,0.76
p114664,0.688
p124001,0.942
p135410,0.886
p093989,0.862
p050510,0.836
p223595,0.936
p244696,0.824
p058790,0.74
p092087,0.804
p153834,0.902
p096062,0.864
p009563,0.878
p029547,0.666
p087988,0.64
p165338,0.856
p084417,0.93
p030027,0.942
p033466,0.792
p251508,0.92
p064000,0.86
p048236,0.822
p257400,0.92
p125385,0.886
p219856,0.638
p185488,0.98
p235581,0.914
p196020,0.636
p086052,0.55
p100907,0.904
p204648,0.802
p221357,0.742
p148025,0.748
p107332,0.928
p226369,0.778
p153986,0.912
p064086,0.674
p140524,0.882
p204990,0.932
p112239,0.792
p016177,0.76
p014878,0.718
p106984,0.898
p060346,0.914
p210019,0.89
p205235,0.786
p027700,0.792
p252145,0.702
p007844,0.738
p074814,0.688
p240153,0.87
p009713,0.776
p198479,0.74
p090196,0.85
p253830,0.838
p150571,0.938
p071981,0.696
p219114,0.942
p242894,0.96
p028832,0.804
p128728,0.958
p162104,0.758
p224219,0.76
p144030,0.786
p057707,0.986
p046575,0.96
p183127,0.76
p035339,0.844
p252765,0.82
p053763,0.748
p207518,0.88
p148939,0.872
p232894,0.704
p103232,0.796
p006979,0.91
p204497,0.872
p117504,0.578
p136879,0.656
p162186,0.928
p160148,0.682
p053015,0.976
p178984,0.7
p221143,0.79
p257224,0.726
p126841,0.948
p060663,0.914
p258335,0.894
p201197,0.78
p247072,0.89
p191422,0.924
p087064,0.926
p060888,0.976
p203722,0.78
p151264,0.904
p095243,0.696
p091714,0.972
p028329,0.684
p002398,0.886
p151070,0.936
p251395,0.886
p167596,0.822
p001776,0.828
p094660,0.928
p088026,0.662
p222643,0.854
p014919,0.556
p120824,0.81
p161160,0.878
p236545,0.666
p146796,0.804
p169762,0.824
p136650,0.78
p134979,0.854
p010883,0.918
p083821,0.844
p223494,0.684
p156165,0.94
p208560,0.86
p079161,0.918
p205444,0.906
p212182,0.862
p257085,0.732
p210250,0.622
p047652,0.946
p229990,0.834
p147222,0.942
p138930,0.95
p188316,0.878
p244979,0.874
p178250,0.91
p211016,0.88
p030602,0.796
p258212,0.882
p087264,0.712
p126611,0.918
p252668,0.588
p166951,0.736
p102476,0.93
p203156,0.89
p220944,0.684
p181375,0.85
p120474,0.728
p020233,0.794
p188451,0.892
p246539,0.652
p229550,0.91
p104231,0.944
p230045,0.89
p042063,0.89
p126198,0.896
p066349,0.694
p032938,0.712
p200545,0.91
p092018,0.836
p136981,0.804
p206132,0.926
p102948,0.896
p216912,0.932
p093030,0.966
p258925,0.652
p104667,0.842
p244179,0.72
p033997,0.696
p077514,0.874
p078674,0.568
p162380,0.636
p045164,0.896
p110976,0.922
p198952,0.846
p106254,0.88
p159435,0.914
p122090,0.77
p100104,0.87
p205875,0.734
p242505,0.926
p120997,0.688
p055901,0.856
p015310,0.93
p143893,0.718
p197043,0.904
p254651,0.892
p122952,0.864
p055140,0.8
p005057,0.76
p065858,0.772
p031383,0.91
p130698,0.836
p137434,0.838
p096936,0.816
p066468,0.922
p225671,0.91
p043567,0.666
p241532,0.896
p216409,0.94
p040920,0.912
p152248,0.826
p253745,0.764
p126799,0.744
p104300,0.832
p219370,0.91
p012068,0.932
p208089,0.934
p011348,0.896
p185912,0.676
p001299,0.91
p079299,0.608
p171110,0.894
p230092,0.802
p179980,0.65
p034100,0.854
p212649,0.964
p165073,0.638
p002905,0.91
p153806,0.922
p044720,0.604
p171806,0.858
p177066,0.86
p218162,0.938
p127551,0.764
p163561,0.85
p149019,0.796
p027306,0.848
p210975,0.832
p213277,0.806
p256423,0.848
p101779,0.802
p165368,0.966
p200202,0.952
p128148,0.804
p173142,0.846
p072560,0.828
p019883,0.822
p022069,0.928
p164439,0.94
p061046,0.684
p239801,0.698
p095312,0.834
p182929,0.872
p017031,0.796
p109368,0.942
p246669,0.594
p013042,0.9
p225618,0.704
p030611,0.912
p042569,0.746
p118375,0.902
p001832,0.834
p071386,0.846
p092959,0.676
p065321,0.962
p046636,0.82
p211909,0.628
p027416,0.902
p024022,0.9
p255041,0.888
p003493,0.766
p216515,0.824
p228809,0.866
p023272,0.56
p061994,0.772
p179728,0.78
p054780,0.642
p059328,0.938
p086215,0.512
p126106,0.892
p156466,0.856
p014686,0.928
p142161,0.82
p227407,0.75
p109371,0.886
p017501,0.814
p085026,0.906
p057093,0.672
p046151,0.868
p119858,0.916
p111591,0.92
p247567,0.76
p219592,0.938
p050712,0.852
p149633,0.704
p152495,0.538
p240970,0.77
p104682,0.97
p057393,0.808
p186477,0.966
p076626,0.746
p064657,0.948
p149905,0.71
p103251,0.93
p046156,0.712
p142325,0.904
p037638,0.922
p031063,0.592
p047323,0.864
p109684,0.802
p165423,0.76
p107762,0.854
p128853,0.912
p072632,0.852
p107668,0.746
p119252,0.97
p022485,0.89
p141635,0.818
p076006,0.956
p230502,0.612
p223321,0.92
p011625,0.854
p142992,0.884
p223684,0.816
p195118,0.548
p250040,0.806
p216156,0.75
p150580,0.824
p129636,0.864
p054666,0.79
p033388,0.912
p167856,0.822
p036776,0.88
p230951,0.87
p029266,0.648
p040560,0.846
p157744,0.686
p009125,0.698
p144014,0.662
p061677,0.898
p183214,0.912
p185485,0.616
p180488,0.886
p122656,0.856
p069917,0.964
p036861,0.724
p125079,0.908
p094746,0.868
p117837,0.874
p011932,0.806
p050747,0.838
p234354,0.796
p227474,0.938
p179690,0.92
p186840,0.872
p048669,0.88
p239706,0.814
p133913,0.91
p114206,0.902
p089579,0.958
p028416,0.932
p084581,0.962
p040990,0.768
p037074,0.694
p226796,0.692
p127215,0.756
p113754,0.784
p078514,0.762
p011445,0.93
p252557,0.942
p058986,0.792
p123311,0.87
p134529,0.92
p060060,0.94
p070352,0.772
p162937,0.772
p024197,0.724
p021348,0.846
p218385,0.872
p124630,0.884
p076469,0.72
p034312,0.716
p041477,0.666
p078585,0.78
p158451,0.884
p196850,0.746
p029566,0.946
p038749,0.682
p161689,0.812
p048102,0.668
p243439,0.676
p118680,0.84
p210114,0.872
p206768,0.932
p053363,0.654
p183335,0.914
p140940,0.866
p188633,0.766
p232161,0.824
p046359,0.83
p185555,0.884
p052218,0.624
p237009,0.594
p105611,0.676
p181698,0.782
p094299,0.882
p062794,0.952
p186935,0.824
p006975,0.904
p116219,0.92
p166305,0.682
p175228,0.708
p056141,0.93
p236969,0.856
p224977,0.94
p105728,0.744
p232963,0.726
p233849,0.87
p195378,0.626
p254179,0.794
p189058,0.768
p128692,0.594
p133782,0.734
p190435,0.894
p158140,0.816
p049328,0.826
p167917,0.86
p078717,0.788
p091112,0.93
p022304,0.8
p182010,0.864
p014473,0.622
p035088,0.856
p105698,0.748
p169988,0.914
p045934,0.812
p244924,0.954
p199450,0.838
p147072,0.666
p249726,0.718
p132889,0.97
p078499,0.822
p035195,0.958
p215787,0.868
p147714,0.868
p105352,0.95
p028887,0.91
p085349,0.948
p141091,0.88
p169475,0.826
p117793,0.638
p148163,0.96
p178592,0.762
p241294,0.902
p112571,0.78
p167026,0.902
p239966,0.932
p036696,0.78
p023267,0.768
p071436,0.604
p146323,0.774
p259857,0.752
p110418,0.724
p158396,0.906
p032822,0.846
p237497,0.9
p120691,0.916
p119230,0.67
p251093,0.824
p227927,0.94
p207631,0.584
p059028,0.896
p080577,0.61
p040957,0.782
p201952,0.93
p027874,0.954
p235840,0.882
p102639,0.912
p069086,0.826
p059537,0.75
p255978,0.946
p007031,0.934
p194612,0.828
p054864,0.882
p186350,0.76
p207786,0.918
p007423,0.86
p059164,0.918
p056124,0.776
p086136,0.652
p223162,0.934
p034207,0.764
p027247,0.796
p182656,0.938
p114308,0.958
p045313,0.794
p127970,0.814
p124555,0.878
p092668,0.83
p047318,0.944
p085600,0.766
p232619,0.794
p052434,0.788
p205265,0.798
p183481,0.75
p226082,0.75
p097564,0.86
p163374,0.866
p046175,0.82
p006256,0.812
p019326,0.716
p053001,0.886
p141017,0.896
p063131,0.634
p220215,0.878
p137737,0.962
p186221,0.822
p040017,0.932
p066540,0.942
p228902,0.91
p132592,0.792
p167304,0.916
p012684,0.564
p153390,0.73
p233336,0.862
p165522,0.894
p008968,0.916
p163819,0.842
p238976,0.716
p228669,0.674
p245221,0.92
p197350,0.926
p089352,0.856
p215913,0.896
p167647,0.894
p191125,0.916
p187717,0.944
p077601,0.804
p070135,0.95
p006949,0.82
p220461,0.768
p145417,0.902
p136526,0.784
p142204,0.956
p133443,0.888
p208650,0.948
p163975,0.85
p177985,0.82
p068157,0.902
p085028,0.812
p125271,0.862
p247275,0.946
p185788,0.762
p257238,0.884
p184782,0.85
p255212,0.938
p069902,0.914
p045370,0.708
p188475,0.904
p170830,0.826
p001343,0.804
p013902,0.76
p198405,0.77
p014464,0.834
p252502,0.798
p005848,0.908
p193644,0.958
p080234,0.872
p244146,0.956
p185118,0.638
p106814,0.86
p230877,0.75
p102421,0.886
p226328,0.838
p172545,0.902
p253248,0.79
p250274,0.922
p143471,0.926
p151128,0.902
p145273,0.674
p086905,0.882
p185017,0.694
p228375,0.776
p007505,0.796
p009652,0.796
p216429,0.848
p082217,0.772
p134640,0.946
p255603,0.504
p123900,0.736
p202254,0.906
p163786,0.834
p030643,0.844
p024930,0.518
p016423,0.832
p046278,0.656
p143986,0.936
p239757,0.854
p003875,0.864
p082198,0.686
p220391,0.928
p007051,0.69
p151448,0.762
p159735,0.908
p030594,0.614
p168152,0.882
p162807,0.866
p110066,0.816
p230894,0.834
p148584,0.88
p149791,0.84
p072360,0.758
p135337,0.878
p085238,0.84
p063133,0.574
p251666,0.916
p243318,0.84
p217297,0.748
p038596,0.946
p054493,0.886
p208690,0.706
p186791,0.952
p160438,0.672
p103427,0.688
p049371,0.808
p066266,0.932
p035052,0.806
p129576,0.878
p088843,0.614
p062711,0.802
p124531,0.9
p164217,0.888
p027991,0.656
p180650,0.938
p145456,0.854
p151946,0.822
p045645,0.91
p128800,0.944
p097686,0.88
p230142,0.664
p192322,0.744
p180537,0.804
p099693,0.796
p096552,0.738
p157949,0.764
p121942,0.904
p200861,0.806
p156434,0.896
p098434,0.954
p220138,0.93
p032255,0.612
p058493,0.882
p006165,0.502
p034479,0.872
p029154,0.868
p157417,0.77
p227646,0.776
p200986,0.79
p162701,0.79
p166815,0.812
p079566,0.844
p008985,0.794
p039470,0.782
p101364,0.846
p049417,0.758
p201695,0.778
p219987,0.838
p038990,0.58
p199100,0.952
p044526,0.712
p147810,0.842
p085291,0.698
p182990,0.808
p056774,0.962
p021813,0.832
p116737,0.952
p189943,0.922
p042558,0.822
p116259,0.95
p160203,0.914
p162176,0.816
p214974,0.948
p207340,0.798
p153673,0.904
p218364,0.718
p199030,0.726
p240215,0.696
p190607,0.644
p009961,0.934
p232893,0.786
p167863,0.954
p148869,0.934
p150176,0.774
p044278,0.786
p117511,0.78
p171229,0.664
p005225,0.9
p216129,0.914
p005483,0.886
p073525,0.868
p149888,0.844
p016141,0.688
p248603,0.93
p186040,0.602
p190219,0.932
p198222,0.906
p127472,0.748
p054466,0.928
p216559,0.948
p050759,0.832
p205650,0.766
p259481,0.924
p159784,0.74
p071336,0.84
p114530,0.742
p028267,0.794
p070508,0.868
p120122,0.806
p091971,0.764
p210143,0.934
p243954,0.948
p189847,0.918
p206109,0.722
p048525,0.864
p033548,0.842
p147717,0.902
p090847,0.7
p238591,0.738
p082029,0.552
p094832,0.842
p078633,0.906
p182781,0.674
p128277,0.864
p236666,0.864
p215718,0.93
p208227,0.78
p202377,0.806
p129425,0.724
p109281,0.868
p103002,0.806
p240126,0.874
p231284,0.736
p247389,0.954
p107900,0.806
p173415,0.972
p127478,0.93
p009519,0.662
p029544,0.816
p196037,0.706
p209035,0.82
p098418,0.872
p187527,0.864
p153626,0.962
p091903,0.798
p226596,0.81
p066834,0.782
p038242,0.9
p114194,0.69
p095642,0.848
p205205,0.898
p016696,0.85
p076591,0.632
p005207,0.82
p098343,0.622
p194367,0.668
p164631,0.904
p113201,0.592
p213735,0.918
p018945,0.84
p084346,0.86
p089970,0.776
p038075,0.846
p227571,0.824
p208079,0.784
p141225,0.932
p142810,0.858
p020530,0.78
p084870,0.966
p204641,0.802
p170478,0.896
p213825,0.946
p155337,0.764
p118230,0.916
p145528,0.916
p049544,0.804
p083998,0.936
p240293,0.804
p106903,0.956
p238694,0.88
p220635,0.912
p156481,0.856
p164352,0.602
p236978,0.95
p151028,0.838
p229475,0.952
p061567,0.9
p068728,0.806
p203208,0.828
p078537,0.95
p065589,0.896
p225722,0.79
p099340,0.856
p008404,0.97
p179831,0.778
p212810,0.898
p099616,0.828
p098036,0.738
p044004,0.64
p236222,0.902
p231557,0.758
p016775,0.96
p061295,0.872
p096681,0.94
p025246,0.848
p111891,0.692
p253297,0.776
p240719,0.714
p016717,0.642
p198342,0.624
p038619,0.774
p123325,0.836
p235920,0.466
p054777,0.792
p088433,0.872
p009582,0.688
p001613,0.852
p028107,0.834
p043379,0.952
p112916,0.768
p089682,0.548
p128538,0.896
p026748,0.89
p052317,0.724
p120516,0.738
p025906,0.912
p103347,0.89
p223644,0.896
p027568,0.85
p111229,0.956
p114081,0.672
p233636,0.688
p136685,0.754
p127674,0.892
p079745,0.94
p181987,0.856
p038931,0.948
p156553,0.85
p051231,0.918
p204698,0.634
p109112,0.916
p055661,0.806
p085842,0.732
p178067,0.76
p143349,0.886
p252124,0.896
p215332,0.926
p134605,0.78
p208399,0.918
p071822,0.858
p044466,0.942
p233369,0.644
p006596,0.906
p000302,0.914
p123672,0.788
p245302,0.944
p057634,0.93
p208618,0.95
p252058,0.644
p197993,0.706
p257009,0.742
p023603,0.928
p084680,0.796
p019735,0.86
p184124,0.948
p135062,0.834
p121000,0.95
p179194,0.922
p252315,0.75
p243378,0.868
p030032,0.964
p074812,0.96
p116782,0.95
p005829,0.878
p023526,0.724
p180779,0.912
p175290,0.642
p024754,0.94
p155999,0.904
p128243,0.906
p138900,0.77
p204812,0.894
p189378,0.694
p004478,0.954
p202374,0.862
p119298,0.664
p016480,0.932
p103700,0.682
p210609,0.922
p160893,0.91
p022437,0.966
p153668,0.806
p030592,0.66
p161821,0.734
p254802,0.952
p053969,0.95
p064354,0.954
p150418,0.924
p118852,0.626
p121440,0.804
p024007,0.932
p028545,0.808
p075459,0.872
p079023,0.84
p030338,0.724
p171834,0.822
p163718,0.832
p149575,0.652
p008203,0.916
p012058,0.916
p148088,0.782
p147550,0.658
p165311,0.826
p211298,0.93
p076979,0.594
p108338,0.656
p043214,0.798
p005079,0.956
p071659,0.936
p112143,0.92
p134022,0.882
p034278,0.776
p156351,0.946
p050434,0.936
p024949,0.776
p120009,0.8
p204439,0.838
p200893,0.866
p215203,0.5
p023146,0.47
p082648,0.924
p042025,0.908
p127575,0.948
p005800,0.968
p247289,0.938
p063932,0.938
p117082,0.732
p062381,0.802
p102746,0.882
p114304,0.7
p021869,0.966
p185943,0.926
p072173,0.852
p200179,0.886
p050937,0.598
p114684,0.886
p120480,0.976
p168253,0.544
p002150,0.958
p182916,0.576
p251783,0.918
p090707,0.672
p093226,0.868
p087270,0.79
p112296,0.864
p056760,0.49
p233590,0.826
p212273,0.81
p116684,0.936
p125998,0.634
p124075,0.83
p200973,0.77
p232901,0.966
p103726,0.944
p014579,0.804
p257608,0.928
p245365,0.962
p153536,0.878
p173791,0.882
p138087,0.628
p072624,0.842
p002081,0.87
p188673,0.82
p058497,0.698
p120586,0.742
p142612,0.76
p223072,0.82
p167376,0.85
p109561,0.946
p094673,0.782
p051034,0.876
p159238,0.886
p111422,0.796
p141179,0.654
p172178,0.798
p187511,0.85
p134805,0.83
p010564,0.722
p046338,0.68
p161022,0.926
p255749,0.918
p030558,0.682
p057041,0.852
p257459,0.788
p179796,0.672
p177392,0.956
